5.030860390489927522e+04 2.894957987785881051e+04 1.665874443085677922e+04 9.586106851652992191e+03 5.516228726077092688e+03 3.174258312505141475e+03 1.826595004467928675e+03 1.051095714902940017e+03 6.048424523071942076e+02 3.480505028670297065e+02 2.002821595561819947e+02 1.152503533420955648e+02 6.631965610711567649e+01 3.816297875415395424e+01 2.196050210286308513e+01 1.263694995408414812e+01 7.271805689715614918e+00 4.184487410568301868e+00 2.407921173232185463e+00 1.385614009025238014e+00 7.973376385345490869e-01 4.588199207507371868e-01 2.640233064475639990e-01 1.519295549181015614e-01 8.742633356236685638e-02
2.894957987785881051e+04 1.665874443045142834e+04 9.586106851177377393e+03 5.516228725889814996e+03 3.174258312394881614e+03 1.826595004395976503e+03 1.051095714886108681e+03 6.048424523045548540e+02 3.480505028461331563e+02 2.002821595551525036e+02 1.152503533419879176e+02 6.631965610366559361e+01 3.816297875358256420e+01 2.196050210236142419e+01 1.263694995366010687e+01 7.271805689536074979e+00 4.184487410317292877e+00 2.407921173267631776e+00 1.385614009004215941e+00 7.973376385077928230e-01 4.588199207438423688e-01 2.640233064394933993e-01 1.519295549140810830e-01 8.742633355963178032e-02 5.030860390553576478e-02
1.665874443085677558e+04 9.586106851177377393e+03 5.516228725750353078e+03 3.174258312364352150e+03 1.826595004376973748e+03 1.051095714870280062e+03 6.048424523095865197e+02 3.480505028530832305e+02 2.002821595480011467e+02 1.152503533441998229e+02 6.631965610521737631e+01 3.816297875252585214e+01 2.196050210256697710e+01 1.263694995367891494e+01 7.271805689469003298e+00 4.184487410315797185e+00 2.407921173181781338e+00 1.385614009058329543e+00 7.973376385150972023e-01 4.588199207396100321e-01 2.640233064419501563e-01 1.519295549131337575e-01 8.742633355944555429e-02 5.030860390518603759e-02 2.894957987892949128e-02
9.586106851652990372e+03 5.516228725889814086e+03 3.174258312364352605e+03 1.826595004405586678e+03 1.051095714885919278e+03 6.048424523157699468e+02 3.480505028647782524e+02 2.002821595570640625e+02 1.152503533429984230e+02 6.631965610816689605e+01 3.816297875438365139e+01 2.196050210251411627e+01 1.263694995411668920e+01 7.271805689663676020e+00 4.184487410382994099e+00 2.407921173241798662e+00 1.385614009043958816e+00 7.973376385663945021e-01 4.588199207554132242e-01 2.640233064461898205e-01 1.519295549183886374e-01 8.742633356111077780e-02 5.030860390635078644e-02 2.894957987946015360e-02 1.665874443189406529e-02
5.516228726077092688e+03 3.174258312394881614e+03 1.826595004376973748e+03 1.051095714885919278e+03 6.048424523152947359e+02 3.480505028628843434e+02 2.002821595606564813e+02 1.152503533464082466e+02 6.631965610643669606e+01 3.816297875548312390e+01 2.196050210323916474e+01 1.263694995388831899e+01 7.271805689801678518e+00 4.184487410429468035e+00 2.407921173242748125e+00 1.385614009056790108e+00 7.973376385456353299e-01 4.588199207777445277e-01 2.640233064511477989e-01 1.519295549184483951e-01 8.742633356276512113e-02 5.030860390652096281e-02 2.894957987967691423e-02 1.665874443193846727e-02 9.586106852099722866e-03
3.174258312505141930e+03 1.826595004395976503e+03 1.051095714870280062e+03 6.048424523157698331e+02 3.480505028628842865e+02 2.002821595597240218e+02 1.152503533485659943e+02 6.631965610845094261e+01 3.816297875451747501e+01 2.196050210388909463e+01 1.263694995431546708e+01 7.271805689675976403e+00 4.184487410512168104e+00 2.407921173271382553e+00 1.385614009058425022e+00 7.973376385536451449e-01 4.588199207661592949e-01 2.640233064642055760e-01 1.519295549214207675e-01 8.742633356286819146e-02 5.030860390751245442e-02 2.894957987979757813e-02 1.665874443207628758e-02 9.586106852132805778e-03 5.516228726338492580e-03
1.826595004467928675e+03 1.051095714886108681e+03 6.048424523095865197e+02 3.480505028647781955e+02 2.002821595606565097e+02 1.152503533485660085e+02 6.631965611000138949e+01 3.816297875585424038e+01 2.196050210343566889e+01 1.263694995474829952e+01 7.271805689955630925e+00 4.184487410459316159e+00 2.407921173330182185e+00 1.385614009081353792e+00 7.973376385582980896e-01 4.588199207729046214e-01 2.640233064587681477e-01 1.519295549296420522e-01 8.742633356498565045e-02 5.030860390780599045e-02 2.894957988050290976e-02 1.665874443222328458e-02 9.586106852256746566e-03 5.516228726383215486e-03 3.174258312670341121e-03
1.051095714902940017e+03 6.048424523045548540e+02 3.480505028530832305e+02 2.002821595570640625e+02 1.152503533464082324e+02 6.631965610845094261e+01 3.816297875585424038e+01 2.196050210369149269e+01 1.263694995419194811e+01 7.271805690034699232e+00 4.184487410522415907e+00 2.407921173243476431e+00 1.385614009082795750e+00 7.973376385528518906e-01 4.588199207648558375e-01 2.640233064564773691e-01 1.519295549229613684e-01 8.742633356767263997e-02 5.030860390784834546e-02 2.894957987999503823e-02 1.665874443223971588e-02 9.586106852117227961e-03 5.516228726325573227e-03 3.174258312621867310e-03 1.826595004520288308e-03
6.048424523071942076e+02 3.480505028461332131e+02 2.002821595480011183e+02 1.152503533429984088e+02 6.631965610643669606e+01 3.816297875451748212e+01 2.196050210343566889e+01 1.263694995419194811e+01 7.271805689629840863e+00 4.184487410519166950e+00 2.407921173251734714e+00 1.385614009016760573e+00 7.973376385443934344e-01 4.588199207563768423e-01 2.640233064487700343e-01 1.519295549198732276e-01 8.742633356280983536e-02 5.030860390880848021e-02 2.894957987968215310e-02 1.665874443175339309e-02 9.586106852015007646e-03 5.516228726181026526e-03 3.174258312551719863e-03 1.826595004471116054e-03 1.051095714920825602e-03
3.480505028670297065e+02 2.002821595551524751e+02 1.152503533441998229e+02 6.631965610816689605e+01 3.816297875548311680e+01 2.196050210388909463e+01 1.263694995474829952e+01 7.271805690034699232e+00 4.184487410519166950e+00 2.407921173383927194e+00 1.385614009098656840e+00 7.973376385507856545e-01 4.588199207770543020e-01 2.640233064585903455e-01 1.519295549238967868e-01 8.742633356590025218e-02 5.030860390881115862e-02 2.894957988184642880e-02 1.665874443250082992e-02 9.586106852268868814e-03 5.516228726429321834e-03 3.174258312645270030e-03 1.826595004532446118e-03 1.051095714951049472e-03 6.048424523511607273e-04
