1.431847700937694369e-04 2.726522828242214106e-05 1.226797744504109585e-05 4.940223309221526540e-06 8.377037442788452665e-06 5.856632322428108351e-06 9.248840665801120258e-06 9.760527715274278408e-06 1.141704783133239150e-05 1.366183117537727897e-05 1.267352882711749654e-05 8.754336132498790991e-06 5.765805299731455069e-06 -1.940878234198921690e-08 -3.088909937280613254e-06 3.229743890822852313e-04 1.637782104621293353e-04 -1.187817293770466342e-04 -1.251690267215660106e-05 4.286917466213016109e-06 2.440430280464944289e-05 1.292569274737014305e-05 6.153610414207315424e-05 8.777559188371572400e-05 5.651459187641934387e-05 5.947652568053025837e-05 2.168217315649065499e-05 1.777930338039796250e-05 3.301245821520395369e-06 -3.298381925155332734e-06 9.614084243041334896e-06
2.726522828242214106e-05 1.174030235799779773e-04 4.773909002974587707e-05 2.862797585345471326e-05 1.992024830338686692e-05 1.908730427809420175e-05 8.180815219622809698e-06 8.082768888133053356e-06 8.034730503534359762e-06 7.159857602388823686e-06 8.460281429526494922e-06 8.691253931578516700e-06 8.185609336316276188e-06 5.791538585124195405e-06 9.028782072103984344e-06 3.385270706565136596e-04 4.607730553448878942e-04 1.661743988459245475e-04 1.167007437753282098e-04 1.012163396068371194e-04 9.688227277248814828e-05 6.253889029237995540e-05 5.973241913649346700e-05 5.781313808820588549e-05 3.424506472018859450e-05 1.847163007396161917e-05 1.316788934659537168e-05 3.436310642983340762e-05 2.503661872983336840e-05 6.211019431077549114e-05 -1.647328540655045040e-05
1.226797744504109585e-05 4.773909002974587707e-05 6.173757697394928522e-05 2.305999802690996973e-05 1.450044440990095904e-05 8.972824291089389936e-06 5.955936018348182226e-06 6.242580009017997721e-06 7.778290659060551658e-06 8.985397690649054523e-06 2.874617693453114866e-06 -2.008921427509255008e-07 -1.705323946792215563e-06 -6.040992131414198892e-06 -3.957101609411622434e-06 2.193659645601491305e-04 3.156505832236761698e-04 1.520253028398197315e-04 8.917611916970092343e-05 7.363769257437496548e-05 5.375722694276926491e-05 4.102726709631561067e-05 4.295088389111645431e-05 3.857600420947069448e-05 4.121547807557393144e-05 6.099183687137737502e-06 -4.649674363769743727e-06 -1.138508536055718282e-06 -1.096471867357786335e-05 1.924255514022914836e-05 -4.679642693007584143e-06
4.940223309221526540e-06 2.862797585345471326e-05 2.305999802690996973e-05 4.814973798661812093e-05 1.995312024222428921e-05 1.375690541683659296e-05 8.756974761060856355e-06 5.335903849501118994e-06 4.630096652245113620e-06 7.058910334347464652e-06 7.141695654299516214e-06 9.154093493026064216e-06 6.818209712895917627e-06 2.470280963482149750e-06 -6.423400505743896540e-07 1.790764544169333808e-04 2.915190323664720905e-04 1.878345313922907974e-04 2.265751845061213644e-04 1.708433537750578095e-04 9.339367148545597538e-05 7.318520837272158197e-05 4.250079907963320825e-05 2.695134596592276994e-05 2.368308140157051234e-05 8.704356743409469638e-06 3.182684867309964051e-05 3.954296485150812611e-05 2.349417871851261033e-05 2.980489289210877928e-05 -1.266113630199773712e-05
8.377037442788452665e-06 1.992024830338686692e-05 1.450044440990095904e-05 1.995312024222428921e-05 2.732286570900597388e-05 1.492170877765354412e-05 8.370991591240861096e-06 7.175017816185522405e-06 6.017663428276504484e-06 6.949653169758019510e-06 6.106232369925151490e-06 4.354246481870234142e-06 4.274981392119276628e-06 -1.157429610113633675e-07 -1.995469524069083353e-06 1.709478219215481711e-04 7.699455854364509330e-05 3.412229421997081804e-05 1.367277681668206603e-04 1.373323601483004432e-04 1.069072018338396379e-04 5.597480873459707558e-05 2.618235607069513995e-05 1.567436631516216965e-05 3.174291474921547059e-05 2.208475527465989885e-05 1.088562783310512533e-05 2.262183443099712691e-05 7.958164683314552666e-06 1.648466730338329637e-05 -1.306624463923736677e-05
5.856632322428108351e-06 1.908730427809420175e-05 8.972824291089389936e-06 1.375690541683659296e-05 1.492170877765354412e-05 2.585699158580593513e-05 1.470621220610918544e-05 1.189366327441268601e-05 1.205896583934519339e-05 1.311651132486976361e-05 1.413863162092046178e-05 1.175574978170584188e-05 7.880478567972923270e-06 2.763186966013709666e-06 1.559200317181317167e-06 9.545918073002349850e-05 6.120808471293935507e-06 -2.309576989420570647e-06 1.496571166549347156e-04 9.730595822464828751e-05 1.167521944044203329e-04 7.816065631963038131e-05 4.555628785547709389e-05 3.895132066643698714e-05 4.928836474637945508e-05 4.536304351576359641e-05 4.537955696285313027e-05 2.815869620217625554e-05 2.102458416100346001e-06 1.905986622193231266e-05 -2.964863012228434217e-05
9.248840665801120258e-06 8.180815219622809698e-06 5.955936018348182226e-06 8.756974761060856355e-06 8.370991591240861096e-06 1.470621220610918544e-05 2.140069926950211322e-05 1.363116746407050254e-05 1.246117591312804977e-05 1.311239903768460826e-05 1.124891062091329292e-05 9.089579602518817514e-06 5.922583176219801462e-06 7.146535221456230438e-07 -2.561321856600254581e-06 1.002809189275229950e-05 5.037855426331192129e-05 1.298721060037873750e-05 8.122471954249469946e-05 7.409209901897298803e-05 7.631893741233869476e-05 1.086271739348938878e-04 5.256109162671026815e-05 4.468934349782053157e-05 4.543064148182491781e-05 4.071236169374353812e-05 2.484392096898333251e-05 2.211836538159468781e-05 7.378897397604343998e-06 1.132482402909770038e-05 -2.439703853208454655e-05
9.760527715274278408e-06 8.082768888133053356e-06 6.242580009017997721e-06 5.335903849501118994e-06 7.175017816185522405e-06 1.189366327441268601e-05 1.363116746407050254e-05 1.761802322534895428e-05 1.605460617133475508e-05 1.513215945976265337e-05 1.191876960466038541e-05 9.411343083700556922e-06 6.903407715932600193e-06 2.761061861780879836e-06 7.547473855697425197e-07 7.395727390404890705e-05 3.740612345817608989e-05 -2.970771301382850988e-05 2.905130323874552208e-05 5.176173055938336866e-05 5.127306194402264671e-05 5.609076828170316914e-05 6.487686561988462977e-05 5.848566845810574901e-05 5.865337119282053562e-05 3.646842078655722011e-05 2.078363386116018183e-05 1.540417812463107310e-05 3.073211540899571016e-07 1.001766746619573001e-05 -2.077335988370463684e-05
1.141704783133239150e-05 8.034730503534359762e-06 7.778290659060551658e-06 4.630096652245113620e-06 6.017663428276504484e-06 1.205896583934519339e-05 1.246117591312804977e-05 1.605460617133475508e-05 2.592204970619511642e-05 2.272612649759483467e-05 1.822668429921422503e-05 1.386340768142916229e-05 1.105253255243612369e-05 5.588716493968222996e-06 -1.185099164427895875e-06 2.923108347154488722e-05 2.515120117572025455e-05 -4.329514691876821912e-05 4.850894610200602792e-05 5.276972833067698754e-05 5.410644483602011074e-05 4.055451185943411557e-05 5.738850452935889733e-05 9.694224647307873031e-05 8.111652794411069762e-05 5.237433801455309152e-05 3.148997887915419661e-05 1.486122933233601310e-05 -2.403434464249368421e-06 -5.811459088152495577e-06 -2.008233422667575976e-05
1.366183117537727897e-05 7.159857602388823686e-06 8.985397690649054523e-06 7.058910334347464652e-06 6.949653169758019510e-06 1.311651132486976361e-05 1.311239903768460826e-05 1.513215945976265337e-05 2.272612649759483467e-05 3.002550559847649172e-05 2.606674834232657021e-05 2.134902726858439544e-05 1.551348670411521749e-05 7.138158930317198167e-06 -2.280612626876229413e-06 2.798911367777255396e-05 1.590958501616752445e-05 -3.845789188287872284e-05 4.366836153993070002e-05 5.225604130337829545e-05 5.839502977572976638e-05 4.588718087649944335e-05 3.934556550076277059e-05 8.209285564057636241e-05 1.076397923052936970e-04 7.782967352596990352e-05 5.538073659515250292e-05 2.032996119712931728e-05 -1.801289006512629368e-06 -6.538738327083162096e-06 -3.630816946915912279e-05
