1.728936556308030114e-04 9.303793053429322579e-05 3.803816614523026146e-05 1.785094436297035781e-05 9.798408975042752417e-06 6.045789521690980882e-06 4.040394104538466569e-06 2.803573753878503728e-06 1.966912220083202810e-06 1.357754007265555492e-06 8.974157242673104147e-07 5.537840825529775821e-07 3.108232374272306762e-07 1.547062255186263668e-07 3.915517351495215937e-08
9.303793053429321223e-05 1.508249395841361939e-04 7.622671757787213430e-05 3.231848747884538751e-05 1.705662649719187347e-05 1.040252542665768090e-05 6.938810058625644176e-06 4.817675342009007529e-06 3.383224615107480112e-06 2.337262268709014409e-06 1.545695549692955673e-06 9.541669104525681565e-07 5.356603002791024349e-07 2.666403122581494150e-07 6.754814788763566444e-08
3.803816614523027501e-05 7.622671757787213430e-05 1.263964733716764662e-04 6.527252337474209916e-05 3.071496987812426911e-05 1.818099716655947729e-05 1.206870292265126031e-05 8.387197219527743142e-06 5.900264744347848564e-06 4.081953124713052502e-06 2.702260829492151601e-06 1.669192788234335829e-06 9.374292854585775473e-07 4.667141562644085504e-07 1.184317869440929862e-07
1.785094436297035781e-05 3.231848747884539429e-05 6.527252337474211271e-05 1.111780821990581325e-04 5.959814599295334351e-05 3.187453358352771072e-05 2.085197111822053440e-05 1.450482126749821523e-05 1.023463504193958715e-05 7.098254464187661279e-06 4.707374566635845066e-06 2.910998141496515983e-06 1.635922297822689189e-06 8.147164777064201420e-07 2.073323179152573534e-07
9.798408975042750723e-06 1.705662649719187347e-05 3.071496987812427588e-05 5.959814599295334351e-05 9.973514873838664461e-05 5.866901682415046125e-05 3.577961042605942184e-05 2.484333899610274702e-05 1.761931230294662789e-05 1.227429640601657076e-05 8.165422123532841840e-06 5.059357356994159288e-06 2.846574468407233655e-06 1.418389773044262032e-06 3.627284967355039238e-07
6.045789521690983423e-06 1.040252542665768090e-05 1.818099716655947729e-05 3.187453358352771072e-05 5.866901682415046125e-05 9.554765898280557796e-05 6.252525561802548698e-05 4.194231858540039659e-05 2.997640823762068538e-05 2.104824046577994376e-05 1.407951794962963457e-05 8.753949243082967050e-06 4.935300240882801473e-06 2.461391026647781690e-06 6.346281048701290113e-07
4.040394104538466569e-06 6.938810058625643329e-06 1.206870292265126031e-05 2.085197111822053779e-05 3.577961042605942184e-05 6.252525561802548698e-05 9.705706522390982610e-05 7.028956043490225251e-05 5.005519040750607446e-05 3.564549581310594631e-05 2.408185260942357589e-05 1.506546185947689123e-05 8.524078053983415580e-06 4.257810181324298955e-06 1.112738530949577891e-06
2.803573753878503304e-06 4.817675342009007529e-06 8.387197219527743142e-06 1.450482126749821523e-05 2.484333899610273685e-05 4.194231858540039659e-05 7.028956043490225251e-05 1.044264075436057617e-04 8.220379762189658978e-05 5.965077743242925103e-05 4.107026808287789595e-05 2.599106277637918333e-05 1.480273395657862567e-05 7.413508009159279443e-06 1.981567674252312541e-06
1.966912220083202810e-06 3.383224615107480535e-06 5.900264744347848564e-06 1.023463504193958715e-05 1.761931230294662789e-05 2.997640823762068538e-05 5.005519040750607446e-05 8.220379762189658978e-05 1.174811579957500235e-04 9.648904006402267365e-05 6.876540324955242561e-05 4.450034536536276382e-05 2.565864406034875525e-05 1.290522067310504272e-05 3.579863408219514997e-06
1.357754007265555703e-06 2.337262268709014409e-06 4.081953124713053349e-06 7.098254464187661279e-06 1.227429640601657076e-05 2.104824046577994376e-05 3.564549581310594631e-05 5.965077743242925103e-05 9.648904006402264655e-05 1.334623448157492675e-04 1.107001696368512992e-04 7.502555975487662651e-05 4.434371115364912414e-05 2.245523507309949950e-05 6.629666963672795664e-06
8.974157242673104147e-07 1.545695549692955673e-06 2.702260829492151601e-06 4.707374566635845913e-06 8.165422123532841840e-06 1.407951794962963457e-05 2.408185260942357589e-05 4.107026808287789595e-05 6.876540324955242561e-05 1.107001696368512992e-04 1.495896821451009784e-04 1.212871777906884141e-04 7.574447292225585250e-05 3.886867758379120068e-05 1.269990539563654561e-05
5.537840825529775821e-07 9.541669104525679448e-07 1.669192788234335617e-06 2.910998141496515983e-06 5.059357356994159288e-06 8.753949243082967050e-06 1.506546185947689123e-05 2.599106277637919010e-05 4.450034536536275705e-05 7.502555975487662651e-05 1.212871777906884412e-04 1.612653793133843403e-04 1.243440110562317772e-04 6.671105836386181757e-05 2.516532871316480522e-05
3.108232374272306762e-07 5.356603002791024349e-07 9.374292854585774414e-07 1.635922297822688977e-06 2.846574468407233655e-06 4.935300240882801473e-06 8.524078053983413886e-06 1.480273395657863075e-05 2.565864406034875525e-05 4.434371115364912414e-05 7.574447292225585250e-05 1.243440110562317772e-04 1.628910247216117709e-04 1.122414729619631305e-04 5.044584357359607686e-05
1.547062255186263404e-07 2.666403122581494150e-07 4.667141562644085504e-07 8.147164777064201420e-07 1.418389773044262032e-06 2.461391026647781690e-06 4.257810181324299802e-06 7.413508009159279443e-06 1.290522067310504103e-05 2.245523507309949950e-05 3.886867758379120068e-05 6.671105836386181757e-05 1.122414729619631305e-04 1.499737064654490702e-04 9.758267164010338507e-05
3.915517351495217261e-08 6.754814788763565121e-08 1.184317869440929597e-07 2.073323179152573534e-07 3.627284967355039767e-07 6.346281048701289055e-07 1.112738530949577891e-06 1.981567674252312965e-06 3.579863408219513727e-06 6.629666963672795664e-06 1.269990539563654561e-05 2.516532871316480522e-05 5.044584357359607686e-05 9.758267164010338507e-05 1.386533332975697485e-04
