2.051012291170641478e-04 1.129555164039346067e-04 4.722677308951774803e-05 2.085858614434347969e-05 1.024082951981289952e-05 5.725865641753293376e-06 3.553551849080020351e-06 2.377046875158823085e-06 1.648748611723075003e-06 1.156046321368619872e-06 7.976399766920313772e-07 5.270271304224766812e-07 3.251525202452129735e-07 1.824755574789025618e-07 9.081825874718460668e-08 2.297255674129420211e-08
1.129555164039346203e-04 1.794466125488367026e-04 9.656421411098147325e-05 3.947987622242149622e-05 1.852752919470479481e-05 1.016978938106724503e-05 6.274938382846813088e-06 4.193533910618152932e-06 2.909834958919872317e-06 2.041461884782532311e-06 1.409215607263659083e-06 9.314297555209247674e-07 5.747733263616754444e-07 3.226038806687619293e-07 1.605696145340585255e-07 4.063920694528341923e-08
4.722677308951774803e-05 9.656421411098144614e-05 1.565414546417912597e-04 7.911583487537642337e-05 3.354341800763744941e-05 1.770310825189762912e-05 1.079680415459279870e-05 7.201806172602751362e-06 5.000275140252422844e-06 3.511455193480081074e-06 2.425849196994512265e-06 1.604280809941881989e-06 9.903312635349337880e-07 5.559625875502104448e-07 2.767460206924169842e-07 7.010831388270013356e-08
2.085858614434347969e-05 3.947987622242149622e-05 7.911583487537643693e-05 1.311871122231315066e-04 6.774646675551322563e-05 3.187912962640789883e-05 1.887009682497435925e-05 1.252613316739826467e-05 8.705089246543378461e-06 6.123895929734178394e-06 4.236667334936785309e-06 2.804682444928087929e-06 1.732457698634214017e-06 9.729591865678536510e-07 4.844026969940499237e-07 1.229205144449732508e-07
1.024082951981289952e-05 1.852752919470479481e-05 3.354341800763744941e-05 6.774646675551322563e-05 1.153919258881392094e-04 6.185702946801487534e-05 3.308264694462841531e-05 2.164230627595766337e-05 1.505458386330417233e-05 1.062254719206635617e-05 7.367292538586483493e-06 4.885794353448777575e-06 3.021329359496283453e-06 1.697926070638039210e-06 8.455943716656390587e-07 2.151905058259975611e-07
5.725865641753293376e-06 1.016978938106724673e-05 1.770310825189762573e-05 3.187912962640789883e-05 6.185702946801486179e-05 1.035152947121131264e-04 6.089269195509462154e-05 3.713573490750995168e-05 2.578495281208031224e-05 1.828711813006693606e-05 1.273951683661977426e-05 8.474909355706894000e-06 5.251114698383971216e-06 2.954463658377241299e-06 1.472147015635488409e-06 3.764764431935588948e-07
3.553551849080019928e-06 6.274938382846812241e-06 1.079680415459280039e-05 1.887009682497435925e-05 3.308264694462841531e-05 6.089269195509462831e-05 9.916909990346038097e-05 6.489509301285370697e-05 4.353201919366656979e-05 3.111257261596047643e-05 2.184601098822241749e-05 1.461316191135816335e-05 9.085737451718209936e-06 5.122355040660939634e-06 2.554678288139583711e-06 6.586815212410551257e-07
2.377046875158823508e-06 4.193533910618152932e-06 7.201806172602753056e-06 1.252613316739826298e-05 2.164230627595765998e-05 3.713573490750995845e-05 6.489509301285370697e-05 1.007357200913032940e-04 7.295367868604848668e-05 5.195238170004405599e-05 3.699653181718949850e-05 2.499460555479969225e-05 1.563646671695219218e-05 8.847152454649585625e-06 4.419182292519540899e-06 1.154913331123248081e-06
1.648748611723075003e-06 2.909834958919872317e-06 5.000275140252421150e-06 8.705089246543378461e-06 1.505458386330417403e-05 2.578495281208031224e-05 4.353201919366656979e-05 7.295367868604848668e-05 1.083843758844792475e-04 8.531948783180456171e-05 6.191166280558703719e-05 4.262691529819623244e-05 2.697616651837187292e-05 1.536377790007395451e-05 7.694482172902519429e-06 2.056673420398943066e-06
1.156046321368620084e-06 2.041461884782532311e-06 3.511455193480081074e-06 6.123895929734178394e-06 1.062254719206635617e-05 1.828711813006693606e-05 3.111257261596048321e-05 5.195238170004405599e-05 8.531948783180456171e-05 1.219339305134618828e-04 1.001461717265514898e-04 7.137174804401974428e-05 4.618698369416813566e-05 2.663114156858260777e-05 1.339433234404289654e-05 3.715550090290809761e-06
7.976399766920314830e-07 1.409215607263659083e-06 2.425849196994512265e-06 4.236667334936785309e-06 7.367292538586483493e-06 1.273951683661977426e-05 2.184601098822241410e-05 3.699653181718949850e-05 6.191166280558703719e-05 1.001461717265514898e-04 1.385208360917941010e-04 1.148959197130346567e-04 7.786915893003258247e-05 4.602439830031290280e-05 2.330629348598391509e-05 6.880953499086955387e-06
5.270271304224766812e-07 9.314297555209245556e-07 1.604280809941881989e-06 2.804682444928087929e-06 4.885794353448777575e-06 8.474909355706894000e-06 1.461316191135816674e-05 2.499460555479969564e-05 4.262691529819623244e-05 7.137174804401974428e-05 1.148959197130346567e-04 1.552594133177186315e-04 1.258841758530816518e-04 7.861529401929131383e-05 4.034181086245749304e-05 1.318127464103911781e-05
3.251525202452129735e-07 5.747733263616754444e-07 9.903312635349337880e-07 1.732457698634214017e-06 3.021329359496283877e-06 5.251114698383971216e-06 9.085737451718209936e-06 1.563646671695218879e-05 2.697616651837187292e-05 4.618698369416813566e-05 7.786915893003258247e-05 1.258841758530816518e-04 1.673776144652268762e-04 1.290568219722002712e-04 6.923945842730533178e-05 2.611915945857663446e-05
1.824755574789025618e-07 3.226038806687619293e-07 5.559625875502104448e-07 9.729591865678536510e-07 1.697926070638039210e-06 2.954463658377241299e-06 5.122355040660939634e-06 8.847152454649585625e-06 1.536377790007395451e-05 2.663114156858260439e-05 4.602439830031290280e-05 7.861529401929131383e-05 1.290568219722002983e-04 1.690648113598849510e-04 1.164955887325501394e-04 5.235782806238024146e-05
9.081825874718459345e-08 1.605696145340585255e-07 2.767460206924169842e-07 4.844026969940499237e-07 8.455943716656387411e-07 1.472147015635488409e-06 2.554678288139583711e-06 4.419182292519540899e-06 7.694482172902519429e-06 1.339433234404289654e-05 2.330629348598391509e-05 4.034181086245748626e-05 6.923945842730533178e-05 1.164955887325501665e-04 1.556579596866048060e-04 1.012811925653964574e-04
2.297255674129420873e-08 4.063920694528342584e-08 7.010831388270012033e-08 1.229205144449732508e-07 2.151905058259975611e-07 3.764764431935587889e-07 6.586815212410550198e-07 1.154913331123248081e-06 2.056673420398943066e-06 3.715550090290808914e-06 6.880953499086955387e-06 1.318127464103911781e-05 2.611915945857663446e-05 5.235782806238024146e-05 1.012811925653964845e-04 1.439084840081495233e-04
