2.567752640337335641e-05 1.096175581191326199e-04 6.503639849355171993e-05 3.783506146794239590e-05 2.189732705075163083e-05 1.262892763898059226e-05 7.268672772994038355e-06 4.177582334782833044e-06 2.398918424993896540e-06 1.376628180962473190e-06 7.897755478515840175e-07 4.533320039715185308e-07 2.606189082179717228e-07 1.502199560888986790e-07 8.683718899616629843e-08 5.071581455824656910e-08 4.250056758050592669e-06 3.175182395973551175e-06 4.385464631964338441e-06 3.432991158740406220e-06 2.229125922824239483e-06 1.306784610537935166e-06 7.147418013546074066e-07 3.634718787691794439e-07 1.687204039750206554e-07 6.724888033873380628e-08 1.963795850350585801e-08 1.507046559391195546e-09 -2.282431397116596013e-09 -6.468841596650969722e-10 1.669762005907020467e-09 5.176855613591670265e-09 0.000000000000000000e+00
1.096175581191324031e-04 1.218301206415352018e-03 3.185314484131941530e-04 1.753072785022777248e-04 9.938388052056365497e-05 5.688814592025018193e-05 3.271076597648292196e-05 1.886028840257171054e-05 1.089149996608703593e-05 6.296801523893304792e-06 3.641910878445144283e-06 2.104493795336806103e-06 1.212924385664224929e-06 6.960481503449138824e-07 3.974931776239826277e-07 2.229845682400761389e-07 3.175182395973551175e-06 1.196107094576993771e-04 7.383133104699449634e-05 3.055717464494558543e-05 1.455295295222833706e-05 7.992668162509697905e-06 4.851866467097704923e-06 3.155968381648959282e-06 2.127868323588150840e-06 1.455032922178323767e-06 9.846022468997456705e-07 6.423057067162071468e-07 3.939967085123833361e-07 2.216257314296562770e-07 1.118006887524408633e-07 3.185510391017305237e-08 0.000000000000000000e+00
6.503639849355171993e-05 3.185314484131942072e-04 6.483218773578229913e-04 1.264691034357915463e-04 6.659824547915412266e-05 3.731984293475035410e-05 2.137483091124104938e-05 1.238397833743420774e-05 7.218415808250499784e-06 4.224551729082303530e-06 2.475517154563751275e-06 1.445722606724493572e-06 8.365623841591831006e-07 4.767948873462967308e-07 2.670587528401838220e-07 1.398615551106383706e-07 4.385464631964324888e-06 7.383133104699450989e-05 1.501921667253048145e-04 7.785528726152064749e-05 3.348550284376578055e-05 1.773308494463257364e-05 1.071607411747062824e-05 7.029517641542277410e-06 4.794728844330527545e-06 3.314654489256964997e-06 2.262447606665569093e-06 1.484482182730184001e-06 9.131062338801802537e-07 5.132781256605717486e-07 2.575570968242771810e-07 7.016042612171205452e-08 0.000000000000000000e+00
3.783506146794239590e-05 1.753072785022777248e-04 1.264691034357915463e-04 3.277332962176974260e-04 5.662185443082878194e-05 2.844016446294981201e-05 1.595610788404257507e-05 9.316906481764964567e-06 5.535670686963038309e-06 3.321520189864042802e-06 1.997126136196432714e-06 1.190151501217977780e-06 6.938706400381993307e-07 3.905179637033987660e-07 2.107223266341315772e-07 9.480611684239254935e-08 3.432991158740406220e-06 3.055717464494557865e-05 7.785528726152063394e-05 1.318388201717552257e-04 6.850556538342402011e-05 3.235237259263871974e-05 1.908603822442191860e-05 1.257798499897518109e-05 8.673697408121690239e-06 6.060647602775853096e-06 4.171410758632429367e-06 2.752301642070298781e-06 1.697546380275131708e-06 9.538790863200707044e-07 4.765153258903202650e-07 1.247658434555325521e-07 0.000000000000000000e+00
2.189732705075163083e-05 9.938388052056366852e-05 6.659824547915410911e-05 5.662185443082877516e-05 1.946776804556357189e-04 3.124426523036333508e-05 1.557315731792898963e-05 9.074946532230820662e-06 5.524375203798733371e-06 3.424197523067327034e-06 2.125738431309084441e-06 1.297542456855702673e-06 7.632265356025364269e-07 4.236141124416455264e-07 2.186746302919166693e-07 7.844231156542602949e-08 2.229125922824239483e-06 1.455295295222833706e-05 3.348550284376578055e-05 6.850556538342402011e-05 1.160497564379837161e-04 6.225653316125262298e-05 3.328009315605695134e-05 2.171425740842980936e-05 1.506075354579121032e-05 1.060009667513017654e-05 7.337765863785813444e-06 4.860270002933446506e-06 3.003897175980720761e-06 1.688475668357906623e-06 8.419355394290976775e-07 2.167586976823756202e-07 0.000000000000000000e+00
1.262892763898056515e-05 5.688814592025017515e-05 3.731984293475036087e-05 2.844016446294980862e-05 3.124426523036333508e-05 1.171677371335015075e-04 2.188977088554732833e-05 1.167799604809251622e-05 7.187851095973839266e-06 4.568363678174862243e-06 2.905665997755469727e-06 1.805135050505551370e-06 1.069079112874389461e-06 5.883114657999107299e-07 2.945900770857309650e-07 8.656785392237335895e-08 1.306784610537931778e-06 7.992668162509694517e-06 1.773308494463257364e-05 3.235237259263871974e-05 6.225653316125265009e-05 1.037572473048029953e-04 6.101325146942436516e-05 3.718113263661958499e-05 2.579080150099079602e-05 1.827552180130699054e-05 1.272328708287868249e-05 8.460659577510415655e-06 5.241335539132932893e-06 2.949170539172122211e-06 1.470125027564335234e-06 3.774268639499650938e-07 0.000000000000000000e+00
7.268672772994031579e-06 3.271076597648293552e-05 2.137483091124104599e-05 1.595610788404256829e-05 1.557315731792898963e-05 2.188977088554732833e-05 7.817735906478783827e-05 1.891010252936338706e-05 1.098456187340259721e-05 7.062015040847673122e-06 4.557324543540403801e-06 2.861811479593907414e-06 1.703324717105174857e-06 9.348520060587215195e-07 4.618565890350068616e-07 1.222917911745989315e-07 7.147418013546057126e-07 4.851866467097706617e-06 1.071607411747062655e-05 1.908603822442191860e-05 3.328009315605695134e-05 6.101325146942435839e-05 9.922773138883978178e-05 6.491503457033496853e-05 4.353182733048106763e-05 3.110385253660794967e-05 2.183549376317776164e-05 1.460428416512270472e-05 9.079720068229224083e-06 5.119084709669345922e-06 2.553385592888285802e-06 6.591541060047989064e-07 0.000000000000000000e+00
4.177582334782829656e-06 1.886028840257171054e-05 1.238397833743421113e-05 9.316906481764964567e-06 9.074946532230820662e-06 1.167799604809251622e-05 1.891010252936338706e-05 5.565755721319253760e-05 1.843031889322291556e-05 1.153167052602996218e-05 7.520356982124700237e-06 4.765182361296212920e-06 2.851346994493858457e-06 1.566794849896528500e-06 7.710087610451749393e-07 1.977796443024453368e-07 3.634718787691794439e-07 3.155968381648958858e-06 7.029517641542276563e-06 1.257798499897518279e-05 2.171425740842981275e-05 3.718113263661957822e-05 6.491503457033496853e-05 1.007392557189702357e-04 7.294899955137911884e-05 5.194473478903881438e-05 3.698896693753459729e-05 2.498862639171159708e-05 1.563250312300879923e-05 8.844982308281393454e-06 4.418272543523879439e-06 1.155089820993324310e-06 0.000000000000000000e+00
2.398918424993889763e-06 1.089149996608704102e-05 7.218415808250498937e-06 5.535670686963038309e-06 5.524375203798733371e-06 7.187851095973839266e-06 1.098456187340259721e-05 1.843031889322291556e-05 4.310210462219074784e-05 1.941582853986726514e-05 1.261673256590136854e-05 8.094585746449901693e-06 4.884527518564314175e-06 2.696008149463869038e-06 1.327344704706264479e-06 3.428896054882016452e-07 1.687204039750198083e-07 2.127868323588150840e-06 4.794728844330529239e-06 8.673697408121690239e-06 1.506075354579120862e-05 2.579080150099079602e-05 4.353182733048106763e-05 7.294899955137911884e-05 1.083778200062026113e-04 8.531286438674079930e-05 6.190603040711699617e-05 4.262273850902480030e-05 2.697346210380126652e-05 1.536228535234035868e-05 7.693818398423857790e-06 2.056694263579529124e-06 0.000000000000000000e+00
1.376628180962473190e-06 6.296801523893303098e-06 4.224551729082303530e-06 3.321520189864042802e-06 3.424197523067326610e-06 4.568363678174861396e-06 7.062015040847673122e-06 1.153167052602996218e-05 1.941582853986726514e-05 3.749579091250022575e-05 2.100950805027433402e-05 1.367573765231195629e-05 8.380819352453507560e-06 4.668168979539015200e-06 2.305108199083633867e-06 6.150747062917544496e-07 6.724888033873380628e-08 1.455032922178323555e-06 3.314654489256964997e-06 6.060647602775853096e-06 1.060009667513017654e-05 1.827552180130699054e-05 3.110385253660794290e-05 5.194473478903881438e-05 8.531286438674079930e-05 1.219284785791631718e-04 1.001419865875897026e-04 7.136880131904076976e-05 4.618511486766238485e-05 2.663010281543066961e-05 1.339384687065471705e-05 3.715502519900787534e-06 0.000000000000000000e+00
