1.270758398212608158e-02 2.416343562414247602e-03 1.034881125109189800e-03 5.003852131905282743e-04 2.552198518516742660e-04 1.570024340799309613e-04 9.089067517853603793e-05 6.043003514893921551e-05 4.549207205899596788e-05 2.978106854831923743e-05 2.387483748125354110e-05 2.680601048941278871e-05 3.204202105489871249e-05 1.751634973606974841e-05 3.536265757701960796e-05
2.416343562414247602e-03 1.403900601515375079e-03 3.744828043120870223e-04 1.683819301208381507e-04 8.989303870446895255e-05 5.403927164077964885e-05 3.335726471583321694e-05 2.538452410118885604e-05 2.024072098394439051e-05 1.408692600393149331e-05 1.399845573139209952e-05 1.640562280605473107e-05 1.722601700543194495e-05 1.197528740966536883e-05 1.410195688663274836e-05
1.034881125109189800e-03 3.744828043120870223e-04 4.119831291112428990e-04 9.875081980724693747e-05 5.100139809807384243e-05 3.398210435041710208e-05 2.105322989492803185e-05 1.842769214119409840e-05 1.455789432620468546e-05 1.128248924545685890e-05 9.127045599289149893e-06 1.085015957922573165e-05 1.491086532722451534e-05 1.447884961787066016e-05 1.294622472232717868e-05
5.003852131905282743e-04 1.683819301208381507e-04 9.875081980724693747e-05 1.712709422080826375e-04 4.071617185311503912e-05 2.325617429872674319e-05 1.701731178466736887e-05 1.343772523219130594e-05 1.111396648191392111e-05 9.424756517115208003e-06 1.001936630338372668e-05 9.438157735749614212e-06 9.576836478741386678e-06 4.077352395101189439e-06 2.202367666836966911e-06
2.552198518516742660e-04 8.989303870446895255e-05 5.100139809807384243e-05 4.071617185311503912e-05 9.250744485015677937e-05 2.644922830363949953e-05 1.584104581040115013e-05 1.272633819114459167e-05 1.161389707360499896e-05 9.860364603312346887e-06 9.483520219043050127e-06 9.916136293598895558e-06 9.858168412797250373e-06 6.534540780749621602e-06 6.783753178019884463e-06
1.570024340799309613e-04 5.403927164077964885e-05 3.398210435041710208e-05 2.325617429872674319e-05 2.644922830363949953e-05 5.880325141969182769e-05 2.067904383569387712e-05 1.550077396897977435e-05 1.225009001351507726e-05 1.163816429448897612e-05 1.043664182562226995e-05 1.006529301916245943e-05 9.350894932773016192e-06 7.099840136431050928e-06 6.785519587048444024e-06
9.089067517853603793e-05 3.335726471583321694e-05 2.105322989492803185e-05 1.701731178466736887e-05 1.584104581040115013e-05 2.067904383569387712e-05 4.507436892218198384e-05 1.965454313480157736e-05 1.498722576292382020e-05 1.187369904735552510e-05 1.145263402926134178e-05 1.048581360246539171e-05 8.528681436040670469e-06 7.935954376223680655e-06 6.394701115796505601e-06
6.043003514893921551e-05 2.538452410118885604e-05 1.842769214119409840e-05 1.343772523219130594e-05 1.272633819114459167e-05 1.550077396897977435e-05 1.965454313480157736e-05 3.989164955704734521e-05 2.130486466309991365e-05 1.680418697165865562e-05 1.448643193657801839e-05 1.253791715044769716e-05 1.137715350820721857e-05 9.608454191143281497e-06 6.942255643711415070e-06
4.549207205899596788e-05 2.024072098394439051e-05 1.455789432620468546e-05 1.111396648191392111e-05 1.161389707360499896e-05 1.225009001351507726e-05 1.498722576292382020e-05 2.130486466309991365e-05 3.902974654791475028e-05 2.472306817649102357e-05 2.017430062624982269e-05 1.643126992079968281e-05 1.368546458061517413e-05 1.070528569720291512e-05 6.086535575439809220e-06
2.978106854831923743e-05 1.408692600393149331e-05 1.128248924545685890e-05 9.424756517115208003e-06 9.860364603312346887e-06 1.163816429448897612e-05 1.187369904735552510e-05 1.680418697165865562e-05 2.472306817649102357e-05 4.396779070790854670e-05 3.234896065976434592e-05 2.603529996342516942e-05 2.049708799038291106e-05 1.567247815520726381e-05 7.788862605836045089e-06
2.387483748125354110e-05 1.399845573139209952e-05 9.127045599289149893e-06 1.001936630338372668e-05 9.483520219043050127e-06 1.043664182562226995e-05 1.145263402926134178e-05 1.448643193657801839e-05 2.017430062624982269e-05 3.234896065976434592e-05 5.615320409369993721e-05 4.541290923521011744e-05 3.633144590218156050e-05 2.704134441128788790e-05 1.558963846499490920e-05
2.680601048941278871e-05 1.640562280605473107e-05 1.085015957922573165e-05 9.438157735749614212e-06 9.916136293598895558e-06 1.006529301916245943e-05 1.048581360246539171e-05 1.253791715044769716e-05 1.643126992079968281e-05 2.603529996342516942e-05 4.541290923521011744e-05 8.136992661654362656e-05 7.138723706339522655e-05 5.149146831285354931e-05 3.134865972055441590e-05
3.204202105489871249e-05 1.722601700543194495e-05 1.491086532722451534e-05 9.576836478741386678e-06 9.858168412797250373e-06 9.350894932773016192e-06 8.528681436040670469e-06 1.137715350820721857e-05 1.368546458061517413e-05 2.049708799038291106e-05 3.633144590218156050e-05 7.138723706339522655e-05 1.320407574396233001e-04 1.117960575103647684e-04 7.439257531373561806e-05
1.751634973606974841e-05 1.197528740966536883e-05 1.447884961787066016e-05 4.077352395101189439e-06 6.534540780749621602e-06 7.099840136431050928e-06 7.935954376223680655e-06 9.608454191143281497e-06 1.070528569720291512e-05 1.567247815520726381e-05 2.704134441128788790e-05 5.149146831285354931e-05 1.117960575103647684e-04 2.179918136798768204e-04 1.961662014766312552e-04
3.536265757701960796e-05 1.410195688663274836e-05 1.294622472232717868e-05 2.202367666836966911e-06 6.783753178019884463e-06 6.785519587048444024e-06 6.394701115796505601e-06 6.942255643711415070e-06 6.086535575439809220e-06 7.788862605836045089e-06 1.558963846499490920e-05 3.134865972055441590e-05 7.439257531373561806e-05 1.961662014766312552e-04 4.551915341170307411e-04
