0.025   0.143113042306122
0.075   0.628970836893468
0.125   0.738928617631224
0.175   0.858276804081352
0.225   2.33856243634501
0.275   4.90513331769407
0.325   11.10411275353
0.375   22.0596337976525
0.425   25.0594190704999
0.475   28.304845423007
0.525   34.2242304111361
0.575   39.4779587870604
0.625   43.4630359927373
0.675   46.4102268455021
0.725   49.3192581673682
0.775   55.3581185924088
0.825   59.4794764786798
0.875   52.1506236315485
0.925   41.4197058990105
0.975   30.1226199603616
1.025   19.550340293563
1.075   12.2193476278026
1.125   7.30274557766866
1.175   4.14133825389393
1.225   1.97881650855175
1.275   1.10053005229506
1.325   0.563286979873928
1.375   0.230383066025634
1.425   0.090325086836535
1.475   0.074173397290663

