4.294010022125328874e+02 2.457950386125004343e+02 1.414402816170010908e+02 8.139038679271756394e+01 4.683527907631196996e+01 2.695089005712916830e+01 1.550861848589292258e+01 8.924278449636362964e+00 5.135386231736986495e+00 2.937234631197156887e+00 1.700486202190364393e+00 9.785276736085025684e-01 5.630839031997004751e-01 3.240209659698555233e-01 1.864546043533935882e-01 1.072934258463609791e-01 6.174092224575829929e-02 3.552819242951411882e-02 2.044434082454938545e-02 1.176449020287370986e-02 6.769757505209596758e-03 3.895588834550404219e-03 2.241677394859620340e-03 1.289950699631251581e-03 7.422891497691981632e-04
2.457950386125004343e+02 1.427397288008083933e+02 8.139038678867937904e+01 4.683527907472190321e+01 2.695089005619301403e+01 1.550861848528201570e+01 8.924278449493456833e+00 5.135386231714577754e+00 2.955106331321756041e+00 1.682614501879603486e+00 9.785276736075885218e-01 5.630839031704076847e-01 3.240209659650041818e-01 1.864546043491342731e-01 1.072934258427606924e-01 6.174092224423391451e-02 3.552819242738293470e-02 2.044434082485033916e-02 1.176449020269522416e-02 6.769757504982423443e-03 3.895588834491863807e-03 2.241677394791097462e-03 1.289950699597115910e-03 7.422891497459760705e-04 4.271428218189654027e-04
1.414402816170010624e+02 8.139038678867937904e+01 4.758303288160180244e+01 2.695089005593380449e+01 1.550861848512067276e+01 8.924278449359064780e+00 5.135386231757297359e+00 2.955106331380765283e+00 1.700486202120905288e+00 9.606559733243484889e-01 5.630839031835830344e-01 3.240209659560321920e-01 1.864546043508794881e-01 1.072934258429203841e-01 6.174092224366445336e-02 3.552819242737023653e-02 2.044434082412143264e-02 1.176449020315467262e-02 6.769757505044440675e-03 3.895588834455929444e-03 2.241677394811956211e-03 1.289950699589072648e-03 7.422891497443948701e-04 4.271428218159960982e-04 2.457950386215909926e-04
8.139038679271754972e+01 4.683527907472189611e+01 2.695089005593380804e+01 1.593890588983775736e+01 8.924278449491849230e+00 5.135386231809798474e+00 2.955106331480061410e+00 1.700486202197853736e+00 9.785276736161682143e-01 5.452122029066055475e-01 3.240209659718057966e-01 1.864546043504306805e-01 1.072934258466372859e-01 6.174092224531731871e-02 3.552819242794077320e-02 2.044434082463100766e-02 1.176449020303265910e-02 6.769757505479979433e-03 3.895588834590105101e-03 2.241677394847953024e-03 1.289950699633689085e-03 7.422891497585335169e-04 4.271428218258853230e-04 2.457950386260965574e-04 1.414402816258081242e-04
4.683527907631196996e+01 2.695089005619301403e+01 1.550861848512067276e+01 8.924278449491849230e+00 5.382990788859487452e+00 2.955106331463981384e+00 1.700486202228354893e+00 9.785276736451191670e-01 5.630839031939356421e-01 3.061492656791205413e-01 1.864546043565866729e-01 1.072934258446983091e-01 6.174092224648901339e-02 3.552819242833535340e-02 2.044434082463906718e-02 1.176449020314160147e-02 6.769757505303722854e-03 3.895588834779708208e-03 2.241677394890048258e-03 1.289950699634196491e-03 7.422891497725796813e-04 4.271428218273301851e-04 2.457950386279369364e-04 1.414402816261851284e-04 8.139038679651051608e-05
2.695089005712917540e+01 1.550861848528201570e+01 8.924278449359064780e+00 5.135386231809797586e+00 2.955106331463980940e+00 1.842967753025525068e+00 9.785276736634394013e-01 5.630839032110375175e-01 3.240209659729419989e-01 1.685829040600846929e-01 1.072934258483250053e-01 6.174092224542174212e-02 3.552819242903751396e-02 2.044434082488218868e-02 1.176449020315548447e-02 6.769757505371730953e-03 3.895588834681344183e-03 2.241677395000914869e-03 1.289950699659433249e-03 7.422891497734546325e-04 4.271428218357484186e-04 2.457950386289614532e-04 1.414402816273552807e-04 8.139038679679140575e-05 4.683527907853137683e-05
1.550861848589292258e+01 8.924278449493456833e+00 5.135386231757297359e+00 2.955106331480060966e+00 1.700486202228355115e+00 9.785276736634394013e-01 6.450734778897904143e-01 3.240209659842917533e-01 1.864546043582550883e-01 8.942172554997974976e-02 6.174092224779614835e-02 3.552819242858878263e-02 2.044434082538142128e-02 1.176449020335015860e-02 6.769757505411235811e-03 3.895588834738615645e-03 2.241677394954748673e-03 1.289950699729235485e-03 7.422891497914328729e-04 4.271428218382406741e-04 2.457950386349499897e-04 1.414402816286033330e-04 8.139038679784371883e-05 4.683527907891109831e-05 2.695089005853179174e-05
8.924278449636362964e+00 5.135386231714577754e+00 2.955106331380765283e+00 1.700486202197853736e+00 9.785276736451189450e-01 5.630839032110375175e-01 3.240209659842917533e-01 2.336346800655263178e-01 1.072934258472762747e-01 4.386922194644728157e-02 3.552819242912452768e-02 2.044434082464525321e-02 1.176449020336240228e-02 6.769757505364995889e-03 3.895588834670277514e-03 2.241677394935298519e-03 1.289950699672513497e-03 7.422891498142466550e-04 4.271428218386002498e-04 2.457950386306380092e-04 1.414402816287428427e-04 8.139038679665914664e-05 4.683527907842168945e-05 2.695089005812022521e-05 1.550861848633747697e-05
5.135386231736986495e+00 2.955106331321756485e+00 1.700486202120905066e+00 9.785276736161679922e-01 5.630839031939356421e-01 3.240209659729420544e-01 1.864546043582550883e-01 1.072934258472762747e-01 8.889022205189517356e-02 1.765649212707675469e-02 2.044434082471537073e-02 1.176449020280173272e-02 6.769757505293179205e-03 3.895588834598287357e-03 2.241677394869859979e-03 1.289950699646294019e-03 7.422891497729592605e-04 4.271428218467522575e-04 2.457950386279814429e-04 1.414402816246137400e-04 8.139038679579124280e-05 4.683527907719442002e-05 2.695089005752463907e-05 1.550861848591998459e-05 8.924278449788220388e-06
2.937234631197156887e+00 1.682614501879603264e+00 9.606559733243484889e-01 5.452122029066055475e-01 3.061492656791205413e-01 1.685829040600846929e-01 8.942172554997974976e-02 4.386922194644728157e-02 1.765649212707675469e-02 3.237316048079094915e-04 -6.107210098523114215e-03 -1.110194279667273132e-02 -1.397611146724633477e-02 -1.563002290706694275e-02 -1.658174960233972650e-02 -1.712941115222098298e-02 -1.744455748017340740e-02 -1.762590526337382696e-02 -1.773026002038922272e-02 -1.779030991522223895e-02 -1.782486502294087713e-02 -1.784474941196186742e-02 -1.785619168353374045e-02 -1.786277602357013924e-02 -1.786656491578807529e-02
