1.837094661699999909e+00 5.252550923562171015e+00 2.449141313510400653e-01 5.252550923562171015e+00 5.332821868363684104e+00 4.915289976238277347e+00 5.113120336640585961e+00 5.433107520639751442e+00 5.174292557542804261e+00 5.662381608216900730e+00 4.997357075636132961e+00 5.351071817910428408e+00 4.621285957467359040e+00 5.531587098011034875e+00 4.954965745761526819e+00 5.286721033380667123e+00 5.246547020506445946e+00 4.524468331015516043e+00 5.350428619215062298e+00 5.185160603943135271e+00 5.094053165359798463e+00 5.718171480033098497e+00 5.239107550560087923e+00 5.329500070998634875e+00 5.310994813384413149e+00 4.940927870158091650e+00 4.966374419810408725e+00 4.956715023036038836e+00 5.318988400851736742e+00 5.375088205481525883e+00 4.931395813801298544e+00 4.996956349226236327e+00 5.169608469516637328e+00 5.125630944529787847e+00 4.990965535909955619e+00 5.677982811139452579e+00 5.093759689164514270e+00 5.301561909816241425e+00 5.593779192606425532e+00 5.429125274463173945e+00 5.263578526217867370e+00 5.216682403559878445e+00 4.870288722073102150e+00 5.376474870951298612e+00 5.409117547250132496e+00 5.248502917919219968e+00 5.173833504625473978e+00 5.135948973209503166e+00 5.256048870159640174e+00 5.520499577195669083e+00 5.183816266107216464e+00 5.360174114848143212e+00 5.616324120736567060e+00 5.257895507533192792e+00 5.313114948442092533e+00 5.347295416249347788e+00 5.056147468170581583e+00 5.536946040334652430e+00 4.923496425263002685e+00 5.685062357187885773e+00 4.892050645253802621e+00 5.175746133054560438e+00 5.655035258920587005e+00 5.287710838471454622e+00 5.305069237019755413e+00 4.880479990147809310e+00 5.009140317737682757e+00 5.354093312195900012e+00 5.373674562831065593e+00 5.366558900995924475e+00 5.283013017331174233e+00 4.919259188725641607e+00 5.005439622905340613e+00 5.048482811236003620e+00 5.602108198131493744e+00 5.414786484406840295e+00 4.997683512529445871e+00 5.180451907129087985e+00 5.364965700711569419e+00 5.346384240371953922e+00 5.474910720392542451e+00 5.274099591625518002e+00 5.513686657736705854e+00 5.078702454948406775e+00 5.255350223390273356e+00 5.235932824545917796e+00 5.244104717071270905e+00 4.941185688673188636e+00 5.837117713765043625e+00 5.577040796190111394e+00 5.525596053447126899e+00 5.266680883568055194e+00 5.348491781671907752e+00 5.066561908720163210e+00 5.179601800774518594e+00 5.407956386003045957e+00 5.099544577168422244e+00 5.588180260417296985e+00 5.379951623660956805e+00 5.721828623563513183e+00 5.612456512958412524e+00 5.083727519261556083e+00 4.982549743634111294e+00 5.105156674550618945e+00
2.421762417100000064e+00 8.227671447477700184e+00 1.762945335527504043e-01 8.227671447477700184e+00 8.343526082842435798e+00 8.259878522681971091e+00 8.197907492404826968e+00 8.058665475887357488e+00 8.304332739238342143e+00 8.506317359445391801e+00 8.162360562271901543e+00 8.251389755422339434e+00 8.677591813798485987e+00 8.285757116364878883e+00 8.219732710289187949e+00 8.338962359031468097e+00 8.193801514650552065e+00 8.084800939296496125e+00 8.186319676373400966e+00 8.411387489390898864e+00 8.406809911195379570e+00 7.981436550701710431e+00 8.318660244854280350e+00 8.329294107987278650e+00 8.320676557249209182e+00 8.347753877274879386e+00 8.264029662412481159e+00 8.218386081070146787e+00 8.155357163959056521e+00 7.966368928471069921e+00 8.172350765413968432e+00 8.499163529043539000e+00 8.096294027121395231e+00 8.119914162822842840e+00 8.228392204856094239e+00 8.148853838524026116e+00 8.320934284666906322e+00 8.235721306584549595e+00 8.395691744597833406e+00 8.319222583944274163e+00 8.010620141281137307e+00 7.952993214853677273e+00 8.188615009221463126e+00 8.494344237639072759e+00 8.303712510377696532e+00 8.053790614594166897e+00 8.562974824092480119e+00 7.925178784538604582e+00 8.274210623884988181e+00 8.178203134842998878e+00 8.250859011732586623e+00 8.169214037036558906e+00 8.127280962949120280e+00 8.114709712830395105e+00 8.038742550521845942e+00 8.236786936452610064e+00 7.941219085937309075e+00 8.509268103922668303e+00 8.064278506248340861e+00 8.347365840605100118e+00 8.276220016677196867e+00 8.225979789291461231e+00 8.268045763057536135e+00 8.109891404733778231e+00 8.515864712937140979e+00 8.128027555663697612e+00 7.912274399434065408e+00 8.272712993722342034e+00 8.398847356262313824e+00 8.249074942700605817e+00 8.540120642199985568e+00 8.094278129206402994e+00 8.259936648966151651e+00 8.388365590786587944e+00 8.192797568020569798e+00 8.150625264428686734e+00 8.046825501734115704e+00 8.417726138022914029e+00 8.285439179565921464e+00 8.114501334135791666e+00 8.128876554133189103e+00 8.167577900354407561e+00 8.169152970785367174e+00 7.979876612401363367e+00 8.298367799110557996e+00 8.301519808265583222e+00 8.416722146793638615e+00 8.640320477434762836e+00 8.007700495963256060e+00 8.386819032636468663e+00 7.961471866810494014e+00 8.187027681596342532e+00 8.269488715626701847e+00 7.801299975724313995e+00 8.479214105730697781e+00 8.273083250467999861e+00 8.006339598346846387e+00 7.972690101749233094e+00 8.253503928297048375e+00 7.714380028621943275e+00 8.331629444909841808e+00 8.270917512042496256e+00 8.381366725527982453e+00 8.447832097188527456e+00
3.192504625499999804e+00 8.801342295702351493e+00 1.298831378413858317e-01 8.801342295702351493e+00 8.614738312243201079e+00 8.927204446665371051e+00 8.836386925091076705e+00 8.999540969318148953e+00 8.788648103965966740e+00 8.983462800324126363e+00 8.849311605111974899e+00 8.932019836522609779e+00 8.661034927525715688e+00 8.568342102747903866e+00 8.939252264706874840e+00 8.863654894383394378e+00 8.809070679061930420e+00 8.819466809722294798e+00 8.721718245055825491e+00 8.854521056505527454e+00 8.955871656930140645e+00 8.780108902056158016e+00 8.396778674005551224e+00 9.127627778470380093e+00 8.743071197464171718e+00 8.600777995042060198e+00 8.649752884963842092e+00 8.933126309948749011e+00 8.946356159792458129e+00 9.068111627783295603e+00 8.853983715570880264e+00 8.749874179941855346e+00 8.816788803413679432e+00 8.867045636176278833e+00 8.632602400455350988e+00 8.829761974473774089e+00 8.639469493688455515e+00 8.819678212098642334e+00 8.740563822488006451e+00 8.812839859650484442e+00 8.997796408922390299e+00 8.866427444562747340e+00 8.899048835882293673e+00 8.935294496653144236e+00 8.686190529424653306e+00 8.870240244405277252e+00 8.913294275664439326e+00 8.841795517590375297e+00 8.694105737952369850e+00 8.699329426975612733e+00 8.830453601461075053e+00 9.033414588768444276e+00 8.601815678760841521e+00 8.710446112404396146e+00 8.841728721537508662e+00 8.620870986873738318e+00 8.816841775039787166e+00 9.020673381911503697e+00 8.598947093573835687e+00 8.972380948048716220e+00 8.593184618416596976e+00 8.688178067319807241e+00 8.749296173352693273e+00 8.614563346426889368e+00 8.764525800893940399e+00 8.740801242878960764e+00 8.700048109859116252e+00 8.919519940871484920e+00 8.643389163439410439e+00 8.762347050529179171e+00 8.672696669888782850e+00 8.895581154436715821e+00 8.896433939446428241e+00 8.835079252231349045e+00 8.879660118089221399e+00 8.661580479786341158e+00 8.745698584571915291e+00 8.994286824336910513e+00 8.878529158088351636e+00 8.918745592195421068e+00 8.760629255243376434e+00 8.664166165623871763e+00 8.801575617539807439e+00 8.718742288862445733e+00 8.719398768903007024e+00 8.997718908734855248e+00 8.664042863360332802e+00 8.908267736354805066e+00 8.639356609938383613e+00 8.692196383424221295e+00 8.629246230859331845e+00 8.786031729325200601e+00 8.838271295022433804e+00 8.831965383056557428e+00 8.836832556058590527e+00 8.749837812052208008e+00 8.779598066394939337e+00 8.846681996348459975e+00 8.904891146104310096e+00 8.795550398352162347e+00 9.008520924484832548e+00 8.726280455229982636e+00 8.882456136614354847e+00 8.814164485507960833e+00
4.208540735499999741e+00 8.580855132779865002e+00 9.508534193266313106e-02 8.580855132779865002e+00 8.633303775509055811e+00 8.598938267301752703e+00 8.491016227060068644e+00 8.634514889879431720e+00 8.579279071794127631e+00 8.549884590188767675e+00 8.481387151650210399e+00 8.644484512451636959e+00 8.507828836937481043e+00 8.512432206841303639e+00 8.533386395379926270e+00 8.572836748629338643e+00 8.626934674607921849e+00 8.537809226693608977e+00 8.331840418905693824e+00 8.481386962135374574e+00 8.568662397792968122e+00 8.681686217875844491e+00 8.702128806908989489e+00 8.720891682258177013e+00 8.523043840711640229e+00 8.635793527704510808e+00 8.782830765178276877e+00 8.548214361103811498e+00 8.680379245798516052e+00 8.692962545706700794e+00 8.545714060949869406e+00 8.617203457978552805e+00 8.662631049895431090e+00 8.614495775770002695e+00 8.586943033459977670e+00 8.548427178969058460e+00 8.785175201399047396e+00 8.491268167052869131e+00 8.500709658238850608e+00 8.382046858205173478e+00 8.681881215227960524e+00 8.651133246872909410e+00 8.702869969574233977e+00 8.541708473381600442e+00 8.583898422121045257e+00 8.655911400627205765e+00 8.597701630304808162e+00 8.642269441415677989e+00 8.522919085826634600e+00 8.380417909097038986e+00 8.689184417795301485e+00 8.426729691835506131e+00 8.368484896731024136e+00 8.631300336933696471e+00 8.597764338412975604e+00 8.543105548818118677e+00 8.542048382032170650e+00 8.578065030445751304e+00 8.501186857123403939e+00 8.598789703679370788e+00 8.408035726838681612e+00 8.573204242919317153e+00 8.548060417520753518e+00 8.570266870555322214e+00 8.521793380627084247e+00 8.629920853480898657e+00 8.635903177777491280e+00 8.516186328526282878e+00 8.720142026653588729e+00 8.479812324135224344e+00 8.725988952596129167e+00 8.424429238444217205e+00 8.769830273773147056e+00 8.547373463248213454e+00 8.557849349389563542e+00 8.691718686297994267e+00 8.640634787754049029e+00 8.646523703616848522e+00 8.745069903184957028e+00 8.659819696092627694e+00 8.550041575684911521e+00 8.591430670361207333e+00 8.563261250646670319e+00 8.622201181185710439e+00 8.659667150621878307e+00 8.649014700525466282e+00 8.431214420757660477e+00 8.691171126067841257e+00 8.574595738982155879e+00 8.620016797545178022e+00 8.641375214968478602e+00 8.453048954101403112e+00 8.502140661537133326e+00 8.425051476326599342e+00 8.645973542342318297e+00 8.576473201687708325e+00 8.544483566734479396e+00 8.692441129580474879e+00 8.670309811697617164e+00 8.469962415731504990e+00 8.415269383259742497e+00 8.620403973609931825e+00 8.496678220989807073e+00 8.540881922427853823e+00
5.547937184000000244e+00 8.009704841145092402e+00 7.871959508913635439e-02 8.009704841145092402e+00 8.009993560951487623e+00 8.055492405804308476e+00 8.021740720323849771e+00 8.018893536889352802e+00 7.961005462563454316e+00 8.041996187829765219e+00 7.936702297536990969e+00 8.042420363662115435e+00 8.170270494765397018e+00 8.045280116141665161e+00 8.066480216727116570e+00 7.981477907984650955e+00 7.958070319023815564e+00 8.128905722843631665e+00 7.998905965219669234e+00 7.930640364634433226e+00 7.916379601017639267e+00 8.042286848645087360e+00 8.034261083990733354e+00 8.004686007661991454e+00 8.009379533421176589e+00 7.921722190277143305e+00 7.902143376942348141e+00 8.033460828485097238e+00 8.084681566942887088e+00 8.150520094604775778e+00 8.184208651379089261e+00 7.956044640140786051e+00 7.951802852967830404e+00 7.985877393322240003e+00 7.989960564737855542e+00 8.065459232010333324e+00 7.815850766091747559e+00 7.821656449503126218e+00 7.885125549532919997e+00 8.034719307920660469e+00 7.967103297323196109e+00 8.065799686448837491e+00 8.052204688745112193e+00 8.055948843887247079e+00 8.146720408965984817e+00 8.050372468026958828e+00 8.199464458223038932e+00 8.044403373128632850e+00 8.068028049880979324e+00 8.016918736531268408e+00 7.975092845719071732e+00 7.948507698525090426e+00 8.064497571904738038e+00 8.058461452479564358e+00 8.006535316466470320e+00 8.009449193617225404e+00 8.008932010995746253e+00 7.844457951198230639e+00 8.016261460773314695e+00 8.010736357449703249e+00 8.011945659987690149e+00 8.047506552498829180e+00 7.999634202076313372e+00 8.006513678283313951e+00 7.958736810617082824e+00 8.106957719075801094e+00 7.976381605061884095e+00 8.116799021916998313e+00 8.070863515545289246e+00 7.958491339741307513e+00 7.894186641858970788e+00 8.030924407987917846e+00 8.051912559327336183e+00 7.908926916891983794e+00 7.875069370990423145e+00 7.992409201477103764e+00 7.919002790448476325e+00 8.065183119993228900e+00 8.136247383083990314e+00 7.877777129324050165e+00 8.083235402048128293e+00 8.025973423278685459e+00 8.077147533545771196e+00 8.067345417562465926e+00 8.194136849616844742e+00 7.941344786384364696e+00 7.996949134712381557e+00 7.859763908369994390e+00 7.999959268258638900e+00 7.981530285116747336e+00 8.055411411568719871e+00 7.853617362430522775e+00 8.013068907400988650e+00 7.958871645584302712e+00 7.952014908252051484e+00 7.957619944028100356e+00 7.989201658204380330e+00 8.033145446183292293e+00 7.941565261037459855e+00 8.008193025906019002e+00 8.109739550202744951e+00 8.051696847590784856e+00 7.951870290273314268e+00 8.093214167977041740e+00
7.313605577899999766e+00 7.317068366699245097e+00 6.112080955874300142e-02 7.317068366699245097e+00 7.304412368894817931e+00 7.338294103097420695e+00 7.322058940691175799e+00 7.363137793444793466e+00 7.289955504315666523e+00 7.373019868434614210e+00 7.352289065987264394e+00 7.298435216469032483e+00 7.253282351274349615e+00 7.430315713885989659e+00 7.305653194724891719e+00 7.304770658045253384e+00 7.440638407204207105e+00 7.308718430434087310e+00 7.331177380738449045e+00 7.346975044486408812e+00 7.354239162376924988e+00 7.345035146384203628e+00 7.381644883117331801e+00 7.247201094975443070e+00 7.256231463214708910e+00 7.370231348955291750e+00 7.400217170475957396e+00 7.348966584082603504e+00 7.308702815690586441e+00 7.400495844105042131e+00 7.379575944036414370e+00 7.334931886119666622e+00 7.327964286726947662e+00 7.300228329615621625e+00 7.307152495261884262e+00 7.337895252608270802e+00 7.339941399462246885e+00 7.320851999333066296e+00 7.456572404138004373e+00 7.321552643265970772e+00 7.352519206419608544e+00 7.389681456917885249e+00 7.273944049184390970e+00 7.215551850811795731e+00 7.301030743935937650e+00 7.441972558299367435e+00 7.325324387426149997e+00 7.130124269949904559e+00 7.194400820667782526e+00 7.386436818567784002e+00 7.294672458908828538e+00 7.289542387111368704e+00 7.263930879083377867e+00 7.295715256825048733e+00 7.364171032158711938e+00 7.308235124799687732e+00 7.302717217243855252e+00 7.250203412927192836e+00 7.370942315323189220e+00 7.242087714355539774e+00 7.259236440768447096e+00 7.286012663025697833e+00 7.285171137182536505e+00 7.348347911969213442e+00 7.288884547418795101e+00 7.279158743522512687e+00 7.368462048355959304e+00 7.235114856126823923e+00 7.250539557762504472e+00 7.315717852308024405e+00 7.311745640620008757e+00 7.239711007828832479e+00 7.219031441344332833e+00 7.312463346563279565e+00 7.353134484073239996e+00 7.381710591163979096e+00 7.200340640474889753e+00 7.333981922885602245e+00 7.364647419563973507e+00 7.298515630763061424e+00 7.431010173751674941e+00 7.404305159750517618e+00 7.321378981375108452e+00 7.243912524791979557e+00 7.344456115259262674e+00 7.319131851771435215e+00 7.293782654790854636e+00 7.260185284012959706e+00 7.390780909199653692e+00 7.321615003784050835e+00 7.401457546849671942e+00 7.161508788582056084e+00 7.314788908872307260e+00 7.362483219927656641e+00 7.368614303991506631e+00 7.358221259481424248e+00 7.249624848549225398e+00 7.326064493309814907e+00 7.247237517427851827e+00 7.262998034605990583e+00 7.395723994335443585e+00 7.312175731804782863e+00 7.217675840152823596e+00 7.269805482832659038e+00
9.641209836199999827e+00 6.578681662824356735e+00 4.467794243160717188e-02 6.578681662824356735e+00 6.527301041500772172e+00 6.613282348909691244e+00 6.580264875299981497e+00 6.636517092006210206e+00 6.610058409816199188e+00 6.548132419635724233e+00 6.607965203586830150e+00 6.569687939332206739e+00 6.544852729034330352e+00 6.599897542215259705e+00 6.539968156055032900e+00 6.604639734681345686e+00 6.614362952877224977e+00 6.501659814584210828e+00 6.580106310608705655e+00 6.483218942203554214e+00 6.586575569925769535e+00 6.603914639714323798e+00 6.570294374016953043e+00 6.597189873361190671e+00 6.604898714714961372e+00 6.616072342267957929e+00 6.570265654420546220e+00 6.546639886554104670e+00 6.609342679029248657e+00 6.574816415490028376e+00 6.546490376704596770e+00 6.596386371735477816e+00 6.576459054129847992e+00 6.559715832742832653e+00 6.572278282853516451e+00 6.593745317888746627e+00 6.495571663857830913e+00 6.586827081668343631e+00 6.656141341875089878e+00 6.597945822714074815e+00 6.544170273319384279e+00 6.612361486697900581e+00 6.606898409526053229e+00 6.528553851055795221e+00 6.639781656899029549e+00 6.619616044808824817e+00 6.624042859954185403e+00 6.532139753718188224e+00 6.586104824645463651e+00 6.532767776303940899e+00 6.522418944376474848e+00 6.532297555661161326e+00 6.598423418333014823e+00 6.602616353335353239e+00 6.560984617671484109e+00 6.601731941851887164e+00 6.598525943810769512e+00 6.593583974704073647e+00 6.647155929482952530e+00 6.582280347954054811e+00 6.622628712411220420e+00 6.644793847223790628e+00 6.459376953042720082e+00 6.615235607539737828e+00 6.537201834450188542e+00 6.556739805046142067e+00 6.495994165979564805e+00 6.542521462670748633e+00 6.580092125286188143e+00 6.583861069702034996e+00 6.664634849323779697e+00 6.604550699881494680e+00 6.618033567911369985e+00 6.581465994607935244e+00 6.550575289845459004e+00 6.636243209557355804e+00 6.531278477644827163e+00 6.588650714448809786e+00 6.636133873646650194e+00 6.630262991254843641e+00 6.534766073801039354e+00 6.622820553474191740e+00 6.480930375719760939e+00 6.606128071516019773e+00 6.612674044380667304e+00 6.466346646545959587e+00 6.593031279215314733e+00 6.623658067390017834e+00 6.618776829731755740e+00 6.546940466120583224e+00 6.521275459322378509e+00 6.503044820476914012e+00 6.617725036830991669e+00 6.637522415242461449e+00 6.537692266915359873e+00 6.600697748883783689e+00 6.530380545323405173e+00 6.626115201331156612e+00 6.562428132593974617e+00 6.622989688887376047e+00 6.543826753283582320e+00 6.523790203470742455e+00 6.630813025485963408e+00 6.533574552894652498e+00
1.270958983400000086e+01 5.832986646692151389e+00 3.076081458564797547e-02 5.832986646692151389e+00 5.813209592922363278e+00 5.797512727944392097e+00 5.818006697886380252e+00 5.842214359985158367e+00 5.844100488686735595e+00 5.820606082268985126e+00 5.790000093116339563e+00 5.784717340862876256e+00 5.787180818320597275e+00 5.830572179308904701e+00 5.835463437008799659e+00 5.776748532767676636e+00 5.876653156771298292e+00 5.822065826990558080e+00 5.808091124518413473e+00 5.874749486774040186e+00 5.843321942156439519e+00 5.821873353177629440e+00 5.830405649085286690e+00 5.850424649891797557e+00 5.840836151017925637e+00 5.782324496360477184e+00 5.848479919137736793e+00 5.830486312596624643e+00 5.844151900817080580e+00 5.837993289695242005e+00 5.834839960795058289e+00 5.787355626161844846e+00 5.846094689236296382e+00 5.855674413371771081e+00 5.900693924843738003e+00 5.840215843096522974e+00 5.819732643212759626e+00 5.812827954721146106e+00 5.843039696799143812e+00 5.864881872293514320e+00 5.890029612391590064e+00 5.839849618630271522e+00 5.868357088152428069e+00 5.831607077422870766e+00 5.835882136692262634e+00 5.808923972056727614e+00 5.820816634926782029e+00 5.806497023718981687e+00 5.856258498253855471e+00 5.861183534782163917e+00 5.851119942742530888e+00 5.828475614387727433e+00 5.813915047575015649e+00 5.873167000142519356e+00 5.772860585316991866e+00 5.843739083218086883e+00 5.851505451557099668e+00 5.801739635494465475e+00 5.884142838941410325e+00 5.817209244326761564e+00 5.842250117326987180e+00 5.862262899733806876e+00 5.768037082651854774e+00 5.865657284770669833e+00 5.822417545154166874e+00 5.825664816098192311e+00 5.797467532274961144e+00 5.806366573270175913e+00 5.841429317159456680e+00 5.777443678187359488e+00 5.850105621426034297e+00 5.863182915099894643e+00 5.853397968571296239e+00 5.889858173762083204e+00 5.832878085091621756e+00 5.857590561770123827e+00 5.788976906313697768e+00 5.825885255471644264e+00 5.851099196125062463e+00 5.791005066134421675e+00 5.819692502105014320e+00 5.860055665664392066e+00 5.878473379909671337e+00 5.901157712762009844e+00 5.799506023779377628e+00 5.836412890368602113e+00 5.865271693659250829e+00 5.845020868888019194e+00 5.807478936903732070e+00 5.805950280554898590e+00 5.753784667158694077e+00 5.835307824342012673e+00 5.842308305659794421e+00 5.836856481721171441e+00 5.808607377359183310e+00 5.868928220629073600e+00 5.805758584062183481e+00 5.886845603799366167e+00 5.818258044310343990e+00 5.868074460145656701e+00 5.790862494126620241e+00 5.852722201994421170e+00 5.852700355124350828e+00 5.830827622461616677e+00
1.675450244399999988e+01 5.054877263561809997e+00 2.612111858209772292e-02 5.054877263561809997e+00 5.035191297410874789e+00 5.092213144707230299e+00 5.050278295100362413e+00 5.053545721267375335e+00 5.024358888753091001e+00 5.045563816245334010e+00 5.067958335787539070e+00 5.098016013779314903e+00 5.029801532647102391e+00 5.073538083478234206e+00 5.050510022869755922e+00 5.022930136156374736e+00 5.102390256701923477e+00 5.029466397445548687e+00 5.027662610845798241e+00 5.031580617732412719e+00 5.094616366615071001e+00 5.073985651724433055e+00 5.053252629352849468e+00 5.056926815399195974e+00 5.020804647546132315e+00 5.071532381790863298e+00 5.044759636845413731e+00 5.050287689528514257e+00 5.102500235694863662e+00 5.055141844809027951e+00 5.018708744191192395e+00 5.044206173340110233e+00 5.062613914823092642e+00 5.078844686948227327e+00 5.106186048496632601e+00 5.050063130543207990e+00 5.023189371089868516e+00 5.062718075068595169e+00 5.067139473285109830e+00 5.050010214742886916e+00 5.063036512808666956e+00 5.043788256718920060e+00 5.071184614065407104e+00 5.016812364160017523e+00 5.089149044192035731e+00 5.036871334562906810e+00 5.077068917489324207e+00 5.056495103352115272e+00 5.093412663460648915e+00 5.061034548740661165e+00 5.040613576578559574e+00 5.067422961761817390e+00 5.044422835674140515e+00 5.091604115206675552e+00 5.097121449525385373e+00 5.046316042010203340e+00 5.099841599627670696e+00 5.066583085859133639e+00 5.027411063064153751e+00 5.078897677891697882e+00 5.107894283587581796e+00 5.048726170789485046e+00 5.045894000485846576e+00 5.061808184048432580e+00 5.090487173055477044e+00 5.040668316355342959e+00 4.974183312332044693e+00 5.050236266381953776e+00 5.045475926128956345e+00 5.049054238396092131e+00 5.056238600267051631e+00 5.022647632347836399e+00 5.022904759055354162e+00 5.075153707716938634e+00 5.067721396004559509e+00 5.058655449722815334e+00 5.032203694205737321e+00 5.030105988799595806e+00 5.045252329011922221e+00 5.075419896558471144e+00 5.055562779426613140e+00 5.039157588640538421e+00 5.077771868287309864e+00 5.037363230933187275e+00 4.966963101876935127e+00 5.063366529102223623e+00 5.055984635974803076e+00 5.036807678539122257e+00 5.053924066337621923e+00 5.042445394598408015e+00 5.043853329251868800e+00 5.071598052203031948e+00 5.045373663436541811e+00 5.054838083943172578e+00 5.045861614826850250e+00 5.092481304930400299e+00 5.030529537419138109e+00 5.003807132381898448e+00 5.058415263748024415e+00 5.098579160765750906e+00 5.034316078595025168e+00 5.077315917896944697e+00 5.059793344175782970e+00 5.049305004124603258e+00
2.208673574699999875e+01 4.243782977743739693e+00 1.760063138636114993e-02 4.243782977743739693e+00 4.228106161408963892e+00 4.270909778199359685e+00 4.224703880243305676e+00 4.229844065038767198e+00 4.262767294473055912e+00 4.231313166599472098e+00 4.220595172834062936e+00 4.264466518094783609e+00 4.254456933601711732e+00 4.259180618122097250e+00 4.234154158352287034e+00 4.260987307814217750e+00 4.252470133779346462e+00 4.227610821907210159e+00 4.278530168412093992e+00 4.242907825707225911e+00 4.260328427639384685e+00 4.275135162775614894e+00 4.225913414054788042e+00 4.263596566522099174e+00 4.225671783765970524e+00 4.251842660073533509e+00 4.230185378531088780e+00 4.219365393659954222e+00 4.243891097839299853e+00 4.234100210274962528e+00 4.252593360166166292e+00 4.233210570895925784e+00 4.245743400820510161e+00 4.232269126051850350e+00 4.260333686305188827e+00 4.239636957087671298e+00 4.253797745594841473e+00 4.245668139414305209e+00 4.263762858850957294e+00 4.241479764871120217e+00 4.257500728596041562e+00 4.251827171311481024e+00 4.242877395363263027e+00 4.265056529180832889e+00 4.205587293301065621e+00 4.226525918399727466e+00 4.246960658195584770e+00 4.244027305487629853e+00 4.263447981729139968e+00 4.251295663081982923e+00 4.240774095917920761e+00 4.230197744844331531e+00 4.215919256926811798e+00 4.243337466888970511e+00 4.244183565954221748e+00 4.236420704605551535e+00 4.217865505490596689e+00 4.272783418976548120e+00 4.256735666384185990e+00 4.275122754723689411e+00 4.222408414093777651e+00 4.269209431245614361e+00 4.225886829638212383e+00 4.293727221205709377e+00 4.231995216242264490e+00 4.226859721700712669e+00 4.199916437782319711e+00 4.201593101781178952e+00 4.229866321843044119e+00 4.247477904689628048e+00 4.242688357599014637e+00 4.277408961224716144e+00 4.243721214639030848e+00 4.218664471710877883e+00 4.230287685688672639e+00 4.253932669984598292e+00 4.222582416287306017e+00 4.247580556724807721e+00 4.232186981515151381e+00 4.244866573623821360e+00 4.239519380438098395e+00 4.252761733492733676e+00 4.253155035025188546e+00 4.254100358772371138e+00 4.271208031851752018e+00 4.248968498715603559e+00 4.246069191105797280e+00 4.232796348459793023e+00 4.235915952624171865e+00 4.224772202131881649e+00 4.250789349821861407e+00 4.263772469769058659e+00 4.263126619135572781e+00 4.251477921499125401e+00 4.224236957445462792e+00 4.229595327221185030e+00 4.238024821949084142e+00 4.229677567674823280e+00 4.238330405771061571e+00 4.248212917843376069e+00 4.231347114984829183e+00 4.257999507338356082e+00 4.247954973727645189e+00 4.251648063211836970e+00
