1.000000000000000048e-04 2.939759064331832633e+03
1.000518228832476207e-04 2.941228422872984993e+03
1.001036726226075277e-04 2.942698514938235348e+03
1.001555492319972091e-04 2.944169340891903630e+03
1.002074527253417238e-04 2.945640901098456197e+03
1.002593831165730020e-04 2.947113195922552222e+03
1.003113404196302787e-04 2.948586225729038688e+03
1.003633246484600665e-04 2.950059990882912643e+03
1.004153358170159662e-04 2.951534491749387143e+03
1.004673739392591270e-04 2.953009728693838497e+03
1.005194390291576237e-04 2.954485702081822183e+03
1.005715311006868631e-04 2.955962412279066939e+03
1.006236501678295158e-04 2.957439859651500683e+03
1.006757962445753814e-04 2.958918044565210948e+03
1.007279693449218217e-04 2.960396967386482629e+03
1.007801694828731507e-04 2.961876628481763873e+03
1.008323966724410147e-04 2.963357028217700190e+03
1.008846509276443510e-04 2.964838166961097158e+03
1.009369322625092527e-04 2.966320045078959993e+03
1.009892406910693752e-04 2.967802662938475805e+03
1.010415762273653671e-04 2.969286020906988597e+03
1.010939388854452360e-04 2.970770119352050642e+03
1.011463286793642534e-04 2.972254958641416124e+03
1.011987456231849147e-04 2.973740539143070237e+03
1.012511897309772773e-04 2.975226861225632547e+03
1.013036610168183919e-04 2.976713925257829942e+03
1.013561594947926951e-04 2.978201731608630325e+03
1.014086851789919557e-04 2.979690280647152576e+03
1.014612380835151116e-04 2.981179572742702021e+03
1.015138182224687308e-04 2.982669608264784074e+03
1.015664256099663609e-04 2.984160387583058309e+03
1.016190602601289898e-04 2.985651911067387118e+03
1.016717221870849238e-04 2.987144179087812063e+03
1.017244114049696790e-04 2.988637192014556604e+03
1.017771279279264154e-04 2.990130950218017915e+03
1.018298717701052858e-04 2.991625454068785530e+03
1.018826429456639107e-04 2.993120703937644521e+03
1.019354414687672288e-04 2.994616700195534577e+03
1.019882673535874295e-04 2.996113443213593655e+03
1.020411206143043457e-04 2.997610933363154800e+03
1.020940012651048713e-04 2.999109171015714310e+03
1.021469093201832998e-04 3.000608156542963570e+03
1.021998447937413651e-04 3.002107890316769954e+03
1.022528076999879704e-04 3.003608372709180458e+03
1.023057980531397437e-04 3.005109604092458085e+03
1.023588158674203739e-04 3.006611584839005445e+03
1.024118611570609905e-04 3.008114315321444792e+03
1.024649339363001359e-04 3.009617795912549809e+03
1.025180342193835896e-04 3.011122026985302000e+03
1.025711620205648563e-04 3.012627008912870679e+03
1.026243173541045012e-04 3.014132742068596599e+03
1.026775002342705844e-04 3.015639226825995138e+03
1.027307106753385654e-04 3.017146463558793585e+03
1.027839486915911951e-04 3.018654452640878390e+03
1.028372142973189358e-04 3.020163194446340185e+03
1.028905075068193377e-04 3.021672689349436496e+03
1.029438283343974862e-04 3.023182937724629028e+03
1.029971767943658529e-04 3.024693939946556839e+03
1.030505529010442277e-04 3.026205696390021785e+03
1.031039566687601662e-04 3.027718207430047187e+03
1.031573881118482983e-04 3.029231473441822345e+03
1.032108472446508027e-04 3.030745494800721644e+03
1.032643340815172714e-04 3.032260271882325924e+03
1.033178486368046688e-04 3.033775805062341988e+03
1.033713909248776708e-04 3.035292094716748124e+03
1.034249609601081091e-04 3.036809141221639948e+03
1.034785587568753641e-04 3.038326944953330440e+03
1.035321843295662701e-04 3.039845506288304477e+03
1.035858376925749796e-04 3.041364825603242025e+03
1.036395188603034788e-04 3.042884903275009947e+03
1.036932278471608415e-04 3.044405739680658826e+03
1.037469646675637718e-04 3.045927335197415232e+03
1.038007293359363871e-04 3.047449690202708098e+03
1.038545218667102314e-04 3.048972805074147345e+03
1.039083422743245871e-04 3.050496680189520703e+03
1.039621905732259470e-04 3.052021315926820080e+03
1.040160667778683792e-04 3.053546712664196093e+03
1.040699709027134468e-04 3.055072870780031280e+03
1.041239029622300852e-04 3.056599790652843694e+03
1.041778629708950632e-04 3.058127472661362390e+03
1.042318509431923462e-04 3.059655917184518330e+03
1.042858668936134616e-04 3.061185124601407551e+03
1.043399108366575129e-04 3.062715095291317539e+03
1.043939827868309625e-04 3.064245829633726316e+03
1.044480827586481198e-04 3.065777328008301538e+03
1.045022107666305176e-04 3.067309590794895485e+03
1.045563668253072918e-04 3.068842618373540972e+03
1.046105509492151268e-04 3.070376411124482274e+03
1.046647631528981206e-04 3.071910969428120097e+03
1.047190034509082448e-04 3.073446293665057510e+03
1.047732718578046814e-04 3.074982384216100399e+03
